nickname,subclass,전투력
띵띵땅땅잉,카데나,30640976.0
캉슬기,카데나,88478480.0
전역1년카데,카데나,76518506.0
다녑,카데나,23880125.0
인문학,카데나,72809622.0
에크필,카데나,68311794.0
콩쥐팥쥐스팟,카데나,51751178.0
케케는바바야,카데나,69060058.0
이강인2,카데나,23782240.0
풍시,카데나,58620941.0
소고기김밥,카데나,135623582.0
기년,카데나,128688358.0
내이름김상훈,카데나,39957244.0
애훈,카데나,104707047.0
술후Ll,카데나,42667202.0
카데나이뚜,카데나,92836946.0
찬짱데스,카데나,23458656.0
와사비요플레,카데나,76001607.0
성애해,카데나,69493308.0
쿼카배주머니,카데나,37535682.0
뒷골목말미잘,카데나,61513060.0
양식농장,카데나,72837134.0
절윤,카데나,96325165.0
찰싹잉,카데나,74945501.0
스펙쌓아뭐해,카데나,120268035.0
서문현,카데나,92894348.0
멋부리는홍시,카데나,116313860.0
꿈나비,카데나,103502408.0
땄쮜,카데나,16658635.0
문자인증7,카데나,81521217.0
게돈치킨,카데나,139462609.0
킹덤코크,카데나,97275891.0
숭돗,카데나,99658655.0
적녹림,카데나,141557954.0
이청슬,카데나,138750530.0
27번째추녀,카데나,63130086.0
화명동망생이,카데나,145336262.0
땀민,카데나,46897538.0
뜨닷,카데나,221441780.0
티노카데나,카데나,69552405.0
캇대나,카데나,60327861.0
봉또닝,카데나,139498608.0
낚응,카데나,57189583.0
금휘금,카데나,59565661.0
기무우성2,카데나,84034223.0
스림,카데나,302492746.0
뮤히,카데나,99458856.0
큐브산나비,카데나,27945517.0
방침,카데나,145992025.0
깅상어양,카데나,76606220.0
원조카데나,카데나,49434653.0
유새유,카데나,97575468.0
black33,카데나,83653886.0
나데택,카데나,110242399.0
레아룬,카데나,43566631.0
나는하쓰,카데나,15184145.0
린넨트라우져,카데나,35119209.0
수아하리,카데나,16947733.0
뱀숭이,카데나,68299215.0
해상병김성수,카데나,32159445.0
IsharMla,카데나,118798243.0
맞레수,카데나,53491163.0
B급채찍질,카데나,172180440.0
갠잔,카데나,19466047.0
Rube,카데나,62590847.0
채찍FATISH,카데나,98322597.0
채인쓰는애,카데나,38088347.0
요거만3번,카데나,44948948.0
아사미,카데나,50888527.0
킴잉준,카데나,154371675.0
너켜,카데나,178514902.0
크레페,카데나,57478431.0
카왕,카데나,20098783.0
카페베데나,카데나,137253762.0
뜨을,카데나,32672295.0
미르스틴2름,카데나,94081589.0
얘가왜왕족임,카데나,122944899.0
핑크퐁,카데나,95156368.0
채찍질하고싶,카데나,102044945.0
빤브챠,카데나,54453243.0
쿠욱,카데나,96496937.0
후회를알고서,카데나,66611360.0
박아욘,카데나,14257295.0
하디,카데나,304238918.0
데나크림라떼,카데나,110612025.0
연여호,카데나,97490254.0
머공,카데나,80417085.0
최애의태용,카데나,73792031.0
마스터호소,카데나,49159681.0
재원류,카데나,111934689.0
미르스틴3름,카데나,62935023.0
티모의닷지,카데나,36648653.0
쇼나밍,카데나,9531779.0
성보의채찍,카데나,110143210.0
톰Hardy,카데나,23115990.0
떼꽐룩,카데나,0.0
날아라덕팔이,카데나,82131567.0
쑥즙,카데나,41861510.0
세라투스,카데나,57053921.0
서인,듀얼블레이더,646432434.0
꼴깍,듀얼블레이더,231517238.0
쩌네이런,듀얼블레이더,220392688.0
쁠이블,듀얼블레이더,229007659.0
노래,듀얼블레이더,174381105.0
압도,듀얼블레이더,534114265.0
3DPAINT,듀얼블레이더,140847177.0
식초,듀얼블레이더,358741720.0
그샷,듀얼블레이더,121266338.0
xesg,듀얼블레이더,30470405.0
칼별이삼,듀얼블레이더,161225316.0
쳐찢,듀얼블레이더,207589099.0
네코,듀얼블레이더,211222926.0
청사흘,듀얼블레이더,178206853.0
민창,듀얼블레이더,285589156.0
갠갈,듀얼블레이더,91494405.0
원분,듀얼블레이더,257172009.0
월세,듀얼블레이더,265098742.0
시기S,듀얼블레이더,759474982.0
왕이,듀얼블레이더,187538412.0
우정,듀얼블레이더,424662157.0
완치,듀얼블레이더,193394234.0
중곤,듀얼블레이더,283332303.0
배주현,듀얼블레이더,325552165.0
광부용hs,듀얼블레이더,557574740.0
듀대,듀얼블레이더,182744943.0
SeongJu,듀얼블레이더,217212428.0
침착,듀얼블레이더,247892079.0
다운운,듀얼블레이더,183343082.0
긴장,듀얼블레이더,240547592.0
사마목,듀얼블레이더,176368264.0
태중,듀얼블레이더,180879393.0
모기OvO,듀얼블레이더,216654754.0
드랭,듀얼블레이더,179477112.0
천막,듀얼블레이더,164587560.0
이스,듀얼블레이더,327139158.0
뺑자,듀얼블레이더,159058208.0
세라핌,듀얼블레이더,230579834.0
동듀블준,듀얼블레이더,152864919.0
축원,듀얼블레이더,774032215.0
포던,듀얼블레이더,341654927.0
원한,듀얼블레이더,258321945.0
자유,듀얼블레이더,323347918.0
이상,듀얼블레이더,306515675.0
향애,듀얼블레이더,253508988.0
보규,듀얼블레이더,512595263.0
잘취해몽,듀얼블레이더,149553939.0
깸미,듀얼블레이더,71291648.0
crime,듀얼블레이더,327418269.0
와와와와,듀얼블레이더,330560157.0
바릿,듀얼블레이더,110287346.0
영왕,듀얼블레이더,294886197.0
광죠,듀얼블레이더,251868381.0
피터,듀얼블레이더,256735790.0
뻥힛,듀얼블레이더,508604480.0
댐비,듀얼블레이더,208948137.0
복원,듀얼블레이더,184795848.0
염마,듀얼블레이더,268388337.0
끄앙수,듀얼블레이더,203318082.0
수구,듀얼블레이더,183327419.0
핑돌,듀얼블레이더,101772624.0
라쓰,듀얼블레이더,754852365.0
카뿌,듀얼블레이더,166407215.0
쏭아,듀얼블레이더,190563911.0
후월,듀얼블레이더,147349295.0
대동맥,듀얼블레이더,196138234.0
단소,듀얼블레이더,312270130.0
라쇼,듀얼블레이더,187104538.0
김성중얼간이,듀얼블레이더,124371763.0
땅원,듀얼블레이더,272129529.0
코콕,듀얼블레이더,260757806.0
샤룽,듀얼블레이더,152158873.0
식하,듀얼블레이더,327630692.0
Byeyou,듀얼블레이더,87351421.0
이람,듀얼블레이더,181992155.0
우향,듀얼블레이더,208386558.0
동화나라,듀얼블레이더,409808022.0
강우현,듀얼블레이더,275036613.0
이재원,듀얼블레이더,158705497.0
듀블훈,듀얼블레이더,199387292.0
스바,듀얼블레이더,194966615.0
원태츄,듀얼블레이더,137989748.0
전승학파사서,듀얼블레이더,151972503.0
미츄,듀얼블레이더,49096688.0
살벌,듀얼블레이더,350961716.0
루이즈,듀얼블레이더,215196643.0
건훅,듀얼블레이더,139747864.0
재대결,듀얼블레이더,389687037.0
위치,듀얼블레이더,338687959.0
비보,듀얼블레이더,671160431.0
보크,듀얼블레이더,315802465.0
회칼,듀얼블레이더,224211783.0
펀잉,듀얼블레이더,231698250.0
비카기,듀얼블레이더,562172543.0
강하늘,듀얼블레이더,204769090.0
태주블,듀얼블레이더,180869827.0
은하도적,듀얼블레이더,142414885.0
사각,듀얼블레이더,165453778.0
HUNWOOK,듀얼블레이더,159864528.0
제서니야,듀얼블레이더,360335816.0
어썰트,듀얼블레이더,306965775.0
휴접후접,듀얼블레이더,197371719.0
찐렬이,듀얼블레이더,237639503.0
림듀,듀얼블레이더,204540645.0
두적,듀얼블레이더,209205842.0
민민이,듀얼블레이더,165310650.0
진쎄,듀얼블레이더,157477910.0
맏아들,듀얼블레이더,169502774.0
순보,듀얼블레이더,477550605.0
밀항박씨,듀얼블레이더,173981859.0
꿈환,듀얼블레이더,218471253.0
갤훈이,듀얼블레이더,184779277.0
개규,듀얼블레이더,230519779.0
새츠,듀얼블레이더,216221148.0
매화,듀얼블레이더,250601550.0
닷데,듀얼블레이더,195044594.0
기묘,듀얼블레이더,242233268.0
저듦,듀얼블레이더,353458166.0
난대,듀얼블레이더,163573946.0
부엉,듀얼블레이더,154817428.0
LUDA,듀얼블레이더,250887703.0
지적,듀얼블레이더,313281035.0
서천,듀얼블레이더,153436591.0
깨죠,듀얼블레이더,108392599.0
고롯,듀얼블레이더,194801660.0
임현진,듀얼블레이더,191687925.0
행균,듀얼블레이더,282214208.0
StroboNights,듀얼블레이더,202089453.0
마체테,듀얼블레이더,261484873.0
희야아부지,듀얼블레이더,135969752.0
마루에요,듀얼블레이더,245707087.0
의경,듀얼블레이더,151526222.0
파앰,듀얼블레이더,235359883.0
탸우,듀얼블레이더,643493605.0
가땅,듀얼블레이더,218184183.0
얀뇽,듀얼블레이더,140325456.0
현동,듀얼블레이더,181239670.0
민호,듀얼블레이더,160505361.0
철웅,듀얼블레이더,281276005.0
파란은하,듀얼블레이더,148845874.0
팍보석,듀얼블레이더,488609014.0
무사꾼,듀얼블레이더,273963030.0
샤나,듀얼블레이더,338444484.0
듀블임뉘당,듀얼블레이더,259446517.0
해구,듀얼블레이더,35431924.0
아침은코코아,듀얼블레이더,131967155.0
새훨,듀얼블레이더,146546541.0
바그나,듀얼블레이더,369605924.0
웃고행복하게,듀얼블레이더,142244302.0
할증,듀얼블레이더,154415385.0
휴당,듀얼블레이더,148694921.0
헥헥,듀얼블레이더,164831761.0
낙혜,듀얼블레이더,142035848.0
홍마은,듀얼블레이더,470963004.0
잰꼭,듀얼블레이더,148626510.0
찍계,듀얼블레이더,301593335.0
창준혁,듀얼블레이더,148446624.0
총제,듀얼블레이더,261996218.0
INE님,듀얼블레이더,207764563.0
치어,듀얼블레이더,331317762.0
바윙,듀얼블레이더,172110184.0
인키,듀얼블레이더,410165024.0
별보기,듀얼블레이더,166606842.0
샘끌,듀얼블레이더,179830473.0
쉘설슐,듀얼블레이더,456156127.0
아기씨,듀얼블레이더,123749964.0
송쿠,듀얼블레이더,351785176.0
쎄웅,듀얼블레이더,703909634.0
맹한자,듀얼블레이더,185958977.0
비트,듀얼블레이더,480542664.0
Room,듀얼블레이더,200721778.0
신한,듀얼블레이더,79470229.0
rkt가브리엘,듀얼블레이더,152026389.0
지프,듀얼블레이더,210199241.0
커터,듀얼블레이더,413853451.0
펄이,듀얼블레이더,719847666.0
마리,듀얼블레이더,61259185.0
김문민,듀얼블레이더,234325153.0
응담,듀얼블레이더,186944004.0
끅요,듀얼블레이더,107806700.0
난매,듀얼블레이더,193407541.0
고양이클,듀얼블레이더,218626866.0
추메,듀얼블레이더,227663739.0
Ghost,듀얼블레이더,842843982.0
부엉이무빙,듀얼블레이더,197410709.0
아유웃,듀얼블레이더,131814789.0
바컸,듀얼블레이더,262041602.0
디러,듀얼블레이더,93744460.0
흑화마도,듀얼블레이더,89956209.0
츠키하,듀얼블레이더,140072995.0
섹시상준,듀얼블레이더,126597404.0
리한도,듀얼블레이더,216027093.0
북조선,듀얼블레이더,482797036.0
감시원,듀얼블레이더,168848758.0
영댕,듀얼블레이더,149153781.0
만츄,듀얼블레이더,177778816.0
쭌쭌,듀얼블레이더,129108373.0
머리에흉터,듀얼블레이더,196699891.0
있땅,듀얼블레이더,172554545.0
신일섬,듀얼블레이더,180910839.0
윤야철,듀얼블레이더,912848258.0
웅륌,듀얼블레이더,145512043.0
턴턴,듀얼블레이더,583504660.0
여쁜토끼,듀얼블레이더,166692859.0
서부,듀얼블레이더,127072913.0
듀팡띵,듀얼블레이더,428218154.0
Joly,듀얼블레이더,157586513.0
알리당,듀얼블레이더,220878016.0
간디,듀얼블레이더,455338162.0
망고건,듀얼블레이더,410857991.0
동윤,듀얼블레이더,235210400.0
쵸탄,듀얼블레이더,191570035.0
zx전설의표도,듀얼블레이더,108814228.0
은깟링,듀얼블레이더,74173153.0
안아파,듀얼블레이더,723785569.0
림프,듀얼블레이더,152896837.0
국폐,듀얼블레이더,200400890.0
빽골,듀얼블레이더,186041557.0
짜즌,듀얼블레이더,194836774.0
맥컷,듀얼블레이더,190779230.0
고우스트,듀얼블레이더,194955584.0
킁킁0l,듀얼블레이더,135815047.0
도리토스칩,듀얼블레이더,137986652.0
멀깃,듀얼블레이더,95481162.0
착색,듀얼블레이더,150445987.0
닦어,듀얼블레이더,678984175.0
메히,듀얼블레이더,153675519.0
야미룡,듀얼블레이더,34469417.0
마빌님,듀얼블레이더,151034119.0
Jang,듀얼블레이더,294757877.0
쿠로윳키,듀얼블레이더,188227958.0
빡블레이더,듀얼블레이더,207786372.0
설구빵,듀얼블레이더,158107199.0
듀오,듀얼블레이더,328201208.0
쑈로쏘꼬,듀얼블레이더,146540192.0
섭외,듀얼블레이더,354840369.0
듀포시,듀얼블레이더,147778054.0
착한맛,듀얼블레이더,85494284.0
요원,듀얼블레이더,137817527.0
혼마루,듀얼블레이더,242024897.0
덫잎,듀얼블레이더,129448250.0
닝겐괭이zz,듀얼블레이더,162554604.0
지태장,듀얼블레이더,507864867.0
마적,듀얼블레이더,155463505.0
가성비,듀얼블레이더,175323281.0
청아른,듀얼블레이더,155217320.0
때웅,듀얼블레이더,183780123.0
꼬마차니,듀얼블레이더,136040284.0
Criee,듀얼블레이더,448778708.0
독트,듀얼블레이더,199466814.0
낙화추,듀얼블레이더,137149633.0
시그널,듀얼블레이더,217672383.0
Effect,듀얼블레이더,203880695.0
양지영,듀얼블레이더,175630277.0
홍청,듀얼블레이더,146589770.0
스틸로,듀얼블레이더,145786512.0
썽훈,듀얼블레이더,143749331.0
떡머신,듀얼블레이더,162648528.0
하락,듀얼블레이더,177547560.0
암게,듀얼블레이더,184269011.0
날나리달빛,듀얼블레이더,153630282.0
산솜,듀얼블레이더,172250277.0
윈디아,듀얼블레이더,188910858.0
임시,듀얼블레이더,215723438.0
멩수,듀얼블레이더,181975598.0
LoadTest,듀얼블레이더,448574700.0
숄몽,듀얼블레이더,178010986.0
그늘공원,듀얼블레이더,181527755.0
때잉,듀얼블레이더,183669274.0
NV블레이드,듀얼블레이더,128542231.0
이원빈,듀얼블레이더,157250901.0
퀵컷,듀얼블레이더,142085341.0
문어꾸미즙,듀얼블레이더,207284750.0
으응,듀얼블레이더,305226349.0
량니,듀얼블레이더,344612512.0
GC하방,듀얼블레이더,163994474.0
월했,듀얼블레이더,300805510.0
폰쨩,듀얼블레이더,218485866.0
두개,듀얼블레이더,301964922.0
봄윤,듀얼블레이더,152929875.0
슈밥,듀얼블레이더,666581674.0
자장,듀얼블레이더,265938684.0
캠치,듀얼블레이더,327160955.0
나빗쿠,듀얼블레이더,120507234.0
으저,듀얼블레이더,158706921.0
사냥보스일퀘,듀얼블레이더,140526627.0
설옴,듀얼블레이더,183409714.0
꼬왕,듀얼블레이더,468435521.0
도적사이,듀얼블레이더,214682822.0
곰돌,듀얼블레이더,197810280.0
오산,듀얼블레이더,204809075.0
유명세,듀얼블레이더,510667091.0
열심,듀얼블레이더,231575851.0
쾌씸,듀얼블레이더,107383553.0
뇨맹,듀얼블레이더,431047041.0
믈님,듀얼블레이더,109407989.0
레망,듀얼블레이더,921850663.0
초잉,듀얼블레이더,556439559.0
토루,듀얼블레이더,151239851.0
마슈얼터,듀얼블레이더,418087120.0
와우,듀얼블레이더,274091319.0
혈언,듀얼블레이더,186407573.0
태주,듀얼블레이더,111901641.0
지는나로,듀얼블레이더,346136464.0
광균,듀얼블레이더,126026879.0
엥리제,듀얼블레이더,101372762.0
나로붐은왔다,듀얼블레이더,411226103.0
언딘,듀얼블레이더,194437764.0
잇사시브리,듀얼블레이더,140347956.0
시아님,듀얼블레이더,175507813.0
충격,듀얼블레이더,170768404.0
토네이도,듀얼블레이더,336495645.0
이예지,듀얼블레이더,253268670.0
홍승록,듀얼블레이더,169377465.0
